상품ID,상품명,노출수,클릭수,클릭율,CPC적용수수료,CPC클릭당수수료
20250829_LSR_PHUKET_MMK_17,푸껫 리조트 태국 항공권 해외 직항 여행 패키지 날씨,1,0,0.0,0,0.0
20250829_LSR_BANGK_MKLT_0006,방콕 야경 추천 가족 해외 직항 요트 여행 아시아티크 마사지 선셋 항공권,1,0,0.0,0,0.0
20250829_LSR_BANGK_MOMW_0004,방콕 추석연휴 리조트 패키지 10월 날씨 3박5일 해외,1,0,0.0,0,0.0
20250829_LDW_GUAM_MKL_0001,괌 차모로빌리지 사이판 라떼스톤공원 패키지 추석,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0046,1월 호주 시드니 패키지 6박7일 여행 가족 투어,1,0,0.0,0,0.0
20250829_CS_SF_GPT_0010,샌프란시스코 요세미티국립공원 금문교 롬바드스트리트 여행,1,0,0.0,0,0.0
20250829_LSR_PHUKET_MMK_10,푸껫 여행 날씨 직항 리조트 패키지 해외 태국 항공권,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MKLKSH_0008,후쿠오카 날씨 패키지 간사이공항 일본여행 에어텔,1,0,0.0,0,0.0
20250901_LSR_HANOI_MKLKLO_0012,하노이 케이블카 동남아 야시장 야경 해외 날씨 직항 관광지 여행 하롱베이,1,0,0.0,0,0.0
20250902_LSR_TOKY_OTMR_0009,10월도쿄여행 항공권 직항 일정 에어텔 패키지 아시노호,1,0,0.0,0,0.0
20250901_LSR_PHUQU_NMKTF_0003,11월 동남아 날씨 항공권 패키지 베트남 푸꾸옥 직항,1,0,0.0,0,0.0
20250829_LSR_PHUKET_AMLP_03,푸껫 숙소 호핑투어 마사지 리조트 여행지 태국 디저트 쇼핑 항공권 해외,1,0,0.0,0,0.0
20250829_KTM__FRANCE_MKL_0006,프랑스 패키지 직항 항공권 비행시간 보르도와이너리 파리,1,0,0.0,0,0.0
20250902_LSR_TOKY_DTMR_0010,12월도쿄여행 직항 해외 일본 날씨 항공권 후지산,1,0,0.0,0,0.0
20250829_CS_HL_GPT_0012,하와이 인천출발 패키지 와이키키 하나우마베이 선셋비치 우정여행,1,0,0.0,0,0.0
20250829_CS_NY_GPT_0005,뉴욕 엣지전망대 베슬 모마미술관 패키지 여행,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_CMK_0019,호주 가족 여행 투어 패키지 시드니 6박7일,1,0,0.0,0,0.0
20250829_CS_SF_MKL_0016,메세드 바이살리아 국립공원 샌프란시스코 패키지 아시아나항공,1,0,0.0,0,0.0
20250829_LSR_SINGAP_ICSTMD_0015,인천출발 항공권 날짜 해외 날씨 싱가포르 여행,1,0,0.0,0,0.0
20250829_CS_SA4C_GPT_0001,남미일주 페루 마추픽추 우유니소금사막 이과수폭포 아르헨티나 여행,1,0,0.0,0,0.0
20250901_LSR_DANA_MKRT_0015,다낭 직항 골든브릿지 날씨 패키지 여행 해외 레이디불다,2,1,50.0,53,53.0
20250829_CS_HL_MKL_0018,이올라니궁전 다이아몬드헤드 하나우마베이 하와이 아시아나항공 여행,1,0,0.0,0,0.0
20250829_KTM__SPAINPORTU_MKL_0013,스페인 포르투갈 항공권 패키지 여행 직항 바르셀로나,1,0,0.0,0,0.0
20250829_CS_SA4C_SNK_0007,대한항공 남미일주 패키지 아르헨티나 브라질 볼리비아 페루 마추픽추 모레노빙하 투어,1,0,0.0,0,0.0
20250901_LSR_BALI_DMKTF_0008,12월 리조트 패키지 인도네시아 동남아 3박5일 여행,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_ML_0013,호주 가족 패키지 호텔 6박7일 골드코스트 인천출발 노쇼핑 여행사 시드니 6박7일 여행,1,0,0.0,0,0.0
20250901_LSR_HANOI_MMK_0014,하노이 하롱베이 여행 베트남 동남아 패키지 날씨 해외,1,0,0.0,0,0.0
20250829_KTM__SPAINPORTU_MKL_0020,스페인 포르투갈 직항 리스본 바르셀로나 관광 패키지,1,0,0.0,0,0.0
20250901_LSR_PHUQU_MKLKLO_0016,푸꾸옥 야시장 케이블카 패키지 리조트 호핑투어 베트남 직항 에어텔 항공권,34,1,2.941176470588235,53,53.0
20250902_LSR_OSAK_RAN_0015,일본여행 에어텔 오사카 교토 패키지 날씨 간사이공항,1,0,0.0,0,0.0
20250902_LSR_OSAK_RAN_0005,일본여행 리조트 인천출발 항공권 에어텔 교토 해외 일정,1,0,0.0,0,0.0
20250829_KTM_SPAINPORTU_ML_0019,스페인 포르투갈 직항 남유럽 일주 여행 관광 마드리드 가을철 숙소,1,0,0.0,0,0.0
20250829_CS_HL_ML_0014,하와이 와이키키 다이아몬드헤드 마노아폭포 하나우마베이 코코헤드 선셋비치 진주만 이올라니궁전,1,0,0.0,0,0.0
20250829_KTM_ITALY_ML_0008,이탈리아 피자 가을 숙소 관광 먹거리 여행 날씨 항공권,1,0,0.0,0,0.0
20250829_CS_LV_CMK_0007,8대캐년 직항 서부 패키지 그랜드캐년 대한항공 여행 미국 라스베가스,1,0,0.0,0,0.0
20250901_LSR_PHUQU_MKLKSH_0009,푸꾸옥 패키지 휴양 여행 에어텔 야시장 리조트 호핑투어,7,0,0.0,0,0.0
20250902_LSR_FUKYO_MKLKSH_0010,후쿠오카 여행 일본여행 커플여행 에어텔 나라 패키지,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MKLKLO_0011,후쿠오카 여행 리조트 간사이공항 에어텔 직항 교토 나라 교토 항공권,1,0,0.0,0,0.0
20250902_LSR_TOKY_DTMR_0005,12월도쿄여행 에어텔 후지산 일정 날씨 해외 오와쿠다니,1,0,0.0,0,0.0
20250902_LSR_BEPP_MRR_0011,일본여행 항공권 유후인 날씨 해외 온천 직항 패키지,1,0,0.0,0,0.0
20250829_LSR_PHUKET_MKLK_04,태국 항공권 요트 여행 푸껫 해외 허니문 직항 날씨,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_MKLKSH_0018,코타키나발루 호핑투어 리조트 말레이시아 관광지 야시장,1,0,0.0,0,0.0
20250829_LSR_PHUKET_AMLP_07,푸껫 호핑투어 요트 숙소 해외 마사지 쇼핑 직항 날씨 허니문 호텔 태국,1,0,0.0,0,0.0
20250829_CS_NY_CMK_0011,뉴욕 패키지 여행 미국 미동부 미국동부여행 항공권 대한항공 아시아나항공 인천출발,1,0,0.0,0,0.0
20250901_LSR_PHUQU_MKR_0007,푸꾸옥 여행 사오비치 동남아 국립공원 일정 베트남 직항,1,0,0.0,0,0.0
20250829_LDW_GUAM_GMK_0010,부산출발 여행 패키지 연휴 리조트 추석 사이판 PIC 괌,1,0,0.0,0,0.0
20250829_LDW_QZT_SNM_0018,뉴질랜드 효도여행 명소 하나투어 패키지 패키지 퀸즈타운,1,0,0.0,0,0.0
20250829_CS_LV_OT_0002,서부 그렌드캐년 미국 미서부패키지여행 그리피스천문대 여행 프리몬트스트리트 아시아나항공 8대,2,0,0.0,0,0.0
20250901_LSR_CEBU_OMKTF_0011,10월 세부 패키지 항공권 직항 동남아 날씨 일정,1,0,0.0,0,0.0
20250901_LSR_CEBU_OMKTF_0008,10월 항공권 3박5일 직항 리조트 세부 필리핀 여행,1,0,0.0,0,0.0
20250829_LDW_SAIPAN_MKL_0014,사이판 여행 새섬 리조트 타포차우 패키지 항공권 가족 PIC,1,0,0.0,0,0.0
20250902_LSR_OSAK_MKLKLO_0008,오사카 해외 패키지 에어텔 나라 교토 우메다 간사이공항 온천 항공권 여행,1,0,0.0,0,0.0
20250829_KTM__FRANCE_DMK_0047,12월 패키지 날씨 관광 파리 비행시간 직항 프랑스 항공권,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MRR_0016,일본여행 여행 후쿠오카 오사카 날씨 캐널시티하카타,1,0,0.0,0,0.0
20250901_LSR_HANOI_MKLKSH_0016,하노이 날씨 하롱베이 여행 직항 동남아 야시장 해외,1,0,0.0,0,0.0
20250829_LSR_BANGK_MSMW_0001,방콕 패키지 날씨 직항 리조트 항공권 태국 9월,1,0,0.0,0,0.0
20250902_LSR_OSAK_DMKRT_0020,12월 직항 해외 여행 날씨 패키지 항공권 도톤보리,1,0,0.0,0,0.0
20250829_CS_LV_SNK_0020,미서부여행 아시아나항공 라스베가스여행 미국그랜드캐년 미주여행 LA직항 LA,1,0,0.0,0,0.0
20250829_CS_NY_GPT_0011,뉴욕 모마미술관 브루클린브리지 자유의여신상 패키지,1,0,0.0,0,0.0
20250901_LSR_DANA_MKLKLO_0001,다낭 마사지 항공권 리조트 동남아 일정 관광지 날씨 여행 휴양 직항,1,0,0.0,0,0.0
20250902_LSR_VANGV_MMK_0016,방비엥 일정 동남아 여행 리조트 라오스 날씨 해외 직항,1,0,0.0,0,0.0
20250902_LSR_TOKY_HMR_0008,하코네 해외 에어텔 일정 도쿄여행 리조트 일본 아시노호,1,0,0.0,0,0.0
20250829_LDW_QZT_GPT_0011,뉴질랜드 퀸즈타운 골프여행 패키지 상품,1,0,0.0,0,0.0
20250829_LDW_QZT_SNK_0016,퀸즈타운 하나투어 여행 휴일 여름 뉴질랜드 패키지,1,0,0.0,0,0.0
20250829_LDW_GUAM_DMK_0044,12월 PIC 괌 여행 리조트 추석,1,0,0.0,0,0.0
20250829_LDW_GUAM_GMK_0001,부산출발 여행 PIC 리조트 연휴 괌 추석 패키지 사이판,1,0,0.0,0,0.0
20250829_CS_SF_SNK_0018,샌프란시스코여행 미국서부여행 라스베가스여행 미주여행 그랜드캐년 투어 아시아나항공,1,0,0.0,0,0.0
20250829_KTM__HONGKONG_DMK_0010,11월 2박 3일 패키지 비행시간 마카오 여행 직항,2,0,0.0,0,0.0
20250901_LSR_PHUQU_MKLKLO_0015,푸꾸옥 야시장 패키지 여행 야경 베트남 해외 자유 직항 동남아 리조트,1,0,0.0,0,0.0
20250829_LSR_BANGK_MSMW_0012,방콕 태국 항공권 9월 패키지 리조트 가을 직항,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_SNK_0013,호주 호텔 가족 패키지 시드니 여행사 4박6일,1,0,0.0,0,0.0
20250902_LSR_TOKY_RAN_0016,일본 도쿄타워 항공권 인천출발 해외 관광지 디즈니랜드,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_SNM_0020,시드니 홈쇼핑 여행 멜버른 4박6일 호주,1,0,0.0,0,0.0
20250829_LSR_SINGAP_MMK_0011,싱가포르 여행 일정 해외 패키지 리조트 직항 항공권,1,0,0.0,0,0.0
20250829_LSR_BANGK_MSMW_0007,방콕 패키지 리조트 여행 추석연휴 직항 태국 항공권,2,0,0.0,0,0.0
20250829_LDW_GUAM_SNK_0015,대한항공 리조트 추석연휴 pic 괌패키지 부산출발 홈쇼핑 4박6일 사이판,1,0,0.0,0,0.0
20250829_LDW_SAIPAN_ML_0006,사이판 괌여행 연말 투어 올인클루시브 여행 스노클링 PIC 리조트 패키지 항공권 가족,1,0,0.0,0,0.0
20250901_LSR_CEBU_NMKTF_0013,11월 세부 날씨 패키지 리조트 필리핀 해외 항공권,3,0,0.0,0,0.0
20250829_CS_LV_ML_0004,부모님 피셔맨스워프 럭셔리 투어 연휴여행 해외가족여행 스타의거리 금문교 미서부여행 그랜드캐,1,0,0.0,0,0.0
20250901_LSR_NHATR_DMKTF_0011,12월 베트남 동남아 나트랑 항공권 날씨 일정 직항,1,0,0.0,0,0.0
20250829_CS_HL_GPT_0002,하와이 와이키키 다이아몬드헤드 하나우마베이 마노아폭포 패키지 아시아나항공,1,0,0.0,0,0.0
20250829_KTM__ENGLAND_DMK_0009,11월 가격 항공권 영국 9박 11일 관광 날씨,1,0,0.0,0,0.0
20250829_CS_NY_DMK_0016,미국 뉴욕 8박10일 2026년 가을 여행 패키지 국적기 대한항공 아시아나항공,1,0,0.0,0,0.0
20250829_LSR_BANGK_MOMW_0009,방콕 여행 직항 리조트 날씨 10월 태국 3박5일,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_MKLKLO_0017,코타키나발루 항공권 관광지 야경 휴양 야시장 에어텔 직항 선셋 해외,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_CMK_0011,호주 가족 6박7일 투어 여행 패키지 시드니,1,0,0.0,0,0.0
20250902_LSR_OSAK_RAN_0013,일본여행 도톤보리 리조트 간사이공항 인천출발 교토,2,0,0.0,0,0.0
20250829_LDW_SYDNEY_GPT_0020,호주 시드니 가족여행 패키지 자유일정 포함,1,0,0.0,0,0.0
20250902_LSR_OSAK_OMKRT_0002,10월 패키지 항공권 날씨 여행 직항 해외 일정,1,0,0.0,0,0.0
20250901_LSR_PHUQU_MKLKSH_0011,푸꾸옥 야경 직항 자유 케이블카 일정 항공권 여행,1,0,0.0,0,0.0
20250829_CS_LV_SNK_0014,미서부여행 아시아나항공 미국서부여행 모두투어 미주여행 라스베가스여행 미국그랜드캐년,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_MKL_0005,호주 블루마운틴 포트스티븐스 투어 시드니 패키지 6박7일 가족,2,0,0.0,0,0.0
20250901_LSR_NHATR_MKR_0005,12월 일정 항공권 해외 여행 포나가르참탑 베트남,1,0,0.0,0,0.0
20250829_CS_SA4C_MLK_0001,남미일주 패키지 마추픽추 우유니소금사막 소금호수 이과수폭포 토레스델파이네 여행,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0059,1월 호주 투어 가족 시드니 패키지 6박7일 여행,1,0,0.0,0,0.0
20250829_CS_NY_CMK_0012,미국 뉴욕 여행 패키지 미동부 캐나다 미국동부여행 국적기 대한항공 아시아나항공 직항,1,0,0.0,0,0.0
20250829_CS_HL_SNK_0005,미국 하와이 패키지 가족 인천출발 대한항공,1,0,0.0,0,0.0
20250829_LDW_GUAM_GMK_0013,부산출발 추석 패키지 연휴 리조트 괌 PIC 사이판 여행,1,0,0.0,0,0.0
20250901_LSR_HANOI_DMKTF_0001,12월 하노이 패키지 직항 항공권 동남아 해외 일정,1,0,0.0,0,0.0
20250829_KTM__SPAINPORTU_DMK_0024,12월 직항 여행 항공권 남유럽 일주 가격 7박9일,1,0,0.0,0,0.0
20250829_CS_VC_ML_0014,캐나다여행 밴쿠버 밴프여행 오로라 여행코스 자유일정 가족여행 효도여행 패키지,1,0,0.0,0,0.0
20250829_KTM_ENGLAND_ML_0006,영국 해리포터 항공권 먹거리 흑맥주 패키지 런던 비행시간 관광 비틀즈,1,1,100.0,53,53.0
20250829_CS_NG_DMK_0010,2026년 인천출발 미동부 나이아가라 캐나다 미국 패키지 파크 가족여행,1,0,0.0,0,0.0
20250901_LSR_NHATR_MKLKLO_0019,나트랑 관광지 야시장 베트남 일정 동남아 패키지 리조트 야경 비치펍,1,0,0.0,0,0.0
20250901_LSR_HANOI_MKLKLO_0004,하노이 휴양 패키지 베트남 항공권 에어텔 야경 해외 관광지 직항 케이블카,1,0,0.0,0,0.0
20250829_LSR_BANGK_MNMW_0010,방콕 11월 항공권 패키지 직항 날씨 해외 여행,3,0,0.0,0,0.0
20250902_LSR_OSAK_RAN_0019,일본여행 패키지 간사이공항 일정 해외 날씨 교토 오사카,1,0,0.0,0,0.0
20250901_LSR_BALI_MMK_0016,발리 항공권 인도네시아 해외 패키지 동남아 리조트 직항,1,0,0.0,0,0.0
20250829_KTM__HONGKONG_DMK_0013,11월 비행시간 항공권 마카오 홍콩 날씨 관광 호텔,1,0,0.0,0,0.0
20250829_KTM__SWISS_CMK_0018,스위스 숙소 베른 비행시간 날씨 항공권 관광 여행,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_MMK_0015,코타키나발루 리조트 말레이시아 여행 해외 직항 항공권,1,0,0.0,0,0.0
20250901_LSR_CEBU_MKRT_0011,세부 마젤란의십자가 날씨 패키지 직항 해외 리조트 여행,1,0,0.0,0,0.0
20250902_LSR_VANGV_MMK_0001,방비엥 해외 항공권 동남아 라오스 리조트 여행 직항,2,0,0.0,0,0.0
20250902_LSR_FUKYO_MKLKSH_0017,후쿠오카 교토 온천 에어텔 해외 리조트 나라 간사이공항,2,0,0.0,0,0.0
20250902_LSR_FUKYO_MMK_0016,후쿠오카 패키지 항공권 여행 직항 해외 일본여행 리조트,1,0,0.0,0,0.0
20250901_LSR_PHUQU_NMKTF_0019,11월 리조트 날씨 3박5일 일정 푸꾸옥 동남아 패키지,1,0,0.0,0,0.0
20250829_CS_NG_GPT_0017,나이아가라 미동부 미국 캐나다 09월 패키지 여행코스 인천출발 7월 가족여행,1,0,0.0,0,0.0
20250829_LDW_GUAM_MKL_0006,괌 파쉬아이해중전망대 투몬베이 PIC 사이판 추석,1,0,0.0,0,0.0
20250902_LSR_BEPP_RAN_0014,일본여행 직항 벳부 해외 날씨 간사이공항 온천 리조트,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_MKL_0009,호주 투어 오페라하우스 가족 포트스티븐스 블루마운틴 6박7일,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_MKL_0020,호주 가족 투어 포트스티븐스 시드니 6박7일 블루마운틴 여행,1,0,0.0,0,0.0
20250902_LSR_BEPP_MRFO_0020,일본여행 지옥순례 패키지 직항 유후인 료칸 해외 다케산,1,0,0.0,0,0.0
20250829_LDW_QZT_SNK_0001,퀸즈타운 휴일 뉴질랜드 패키지 하나투어 여행 여름,1,0,0.0,0,0.0
20250901_LSR_BALI_DMKTF_0001,12월 발리 동남아 직항 패키지 인도네시아 항공권,1,0,0.0,0,0.0
20250829_LDW_QZT_GPT_0004,퀸즈타운 뉴질랜드 가족여행 패키지 자유일정 포함,1,0,0.0,0,0.0
20250901_LSR_CEBU_MKLKSH_0010,세부 쇼핑 직항 여행 대관람차 호핑 동남아 해외 관광지,1,0,0.0,0,0.0
20250902_LSR_BEPP_NMKRT_0019,11월 온천 다케산 해외 항공권 벳부 일본여행 직항,1,0,0.0,0,0.0
20250829_CS_SF_SNK_0010,샌프란시스코여행 그랜드캐년 라스베가스여행 미주여행 미국서부여행 투어 아시아나항공,1,0,0.0,0,0.0
20250829_KTM__SWISS_DMK_0069,12월 베른 관광 직항 날씨 여행 서유럽 비행시간,1,0,0.0,0,0.0
20250829_KTM__HONGKONG_DMK_0005,11월 여행 2박 3일 마카오 홍콩 패키지 날씨,3,0,0.0,0,0.0
20250902_LSR_TOKY_RAN_0002,일본 여행 디즈니랜드 인천출발 도쿄타워 자유 날씨,1,0,0.0,0,0.0
20250829_CS_SA3C_GPT_0014,멕시코 칸쿤 카리브해 리비에라마야 쿠바 패키지,1,0,0.0,0,0.0
20250829_LSR_BANGK_MPS_0019,방콕 코타키나발루 여행 직항 추석연휴 싱가포르 날씨,1,0,0.0,0,0.0
20250829_KTM_SWISS_ML_0015,스위스 관광 먹거리 직항 베른 항공권 가볼만한곳 가족 취리히 힐링 자연,1,0,0.0,0,0.0
20250902_LSR_VANGV_MMK_0009,방비엥 일정 해외 여행 동남아 항공권 리조트 날씨 직항,1,0,0.0,0,0.0
20250901_LSR_HANOI_MKLKLO_0006,하노이 야시장 여행 에어텔 리조트 패키지 자유 일정 직항 해외 동남아,1,0,0.0,0,0.0
20250901_LSR_DANA_MKRUT_0019,다낭 베트남 항공권 해외 용다리 일정 날씨 리조트 직항,1,0,0.0,0,0.0
20250829_CS_VC_DMK_0011,밴프 밴쿠버 2026년 상반기 6박8일 캐나다 여행 패키지 국적기,3,0,0.0,0,0.0
20250829_CS_SA4C_MLK_0014,남미일주 마추픽추 소금호수 우유니소금사막 이과수폭포 브라질 아르헨티나 볼리비아,1,0,0.0,0,0.0
20250901_LSR_PHUQU_MKLKLO_0006,푸꾸옥 동남아 일정 관광지 직항 야시장 케이블카 리조트 여행 에어텔,1,0,0.0,0,0.0
20250902_LSR_OSAK_MKLKSH_0011,오사카 여행 해외 간사이공항 교토 직항 나라 온천 일본,2,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0041,1월 호주 패키지 6박7일 투어 가족 여행 시드니,1,0,0.0,0,0.0
20250901_LSR_BALI_MKLKLO_0020,발리 우붓시장 항공권 야경 해외 일정 날씨 리조트 호핑투어 비치 패키지,1,0,0.0,0,0.0
20250902_LSR_VANGV_MMK_0008,방비엥 날씨 동남아 라오스 항공권 리조트 직항 해외,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_GPT_0019,호주 시드니 여행패키지 3박4일 특가상품,1,0,0.0,0,0.0
20250829_CS_NG_OT_0013,미동부 미극 개나다 패키쥐 09월 나이아거라 여헹코스 인쳔출발 8월 효도여헹,1,0,0.0,0,0.0
20250901_LSR_HANOI_NMKTF_0013,11월 직항 날씨 동남아 여행 리조트 패키지 3박5일,1,0,0.0,0,0.0
20250901_LSR_DANA_MKRUT_0010,다낭 용다리 항공권 패키지 리조트 해외 여행 일정 직항,1,0,0.0,0,0.0
20250829_KTM__ZHANG_MKL_0014,장가계 원가계 추석연휴 힐링 72기루 중국 여행 항공권,1,0,0.0,0,0.0
20250829_LDW_GUAM_MKL_0010,괌 투몬베이 라떼스톤공원 패키지 추석 PIC 여행,1,0,0.0,0,0.0
20250902_LSR_BEPP_MKLKSH_0015,벳부 에어텔 리조트 간사이공항 유후인 항공권 일본 날씨,1,0,0.0,0,0.0
20250829_CS_SA4C_CMK_0013,아르헨티나 브라질 볼리비아 페루 남미핵심일주 패키지 남미일주 인천출발 중남미여행,1,0,0.0,0,0.0
20250902_LSR_FUKYO_MMK_0004,후쿠오카 여행 리조트 오사카 항공권 직항 날씨 패키지,1,0,0.0,0,0.0
20250829_KTM_FRANCE_ML_0004,프랑스 여행 가볼만한곳 부르기뇽 먹거리 향수공방체험 관광 가을 에스카르고,1,0,0.0,0,0.0
20250902_LSR_FUKYO_RAN_0017,일본여행 해외 오사카 후쿠오카 패키지 항공권 황금연휴,3,1,33.33333333333333,53,53.0
20250829_CS_NG_OT_0009,나이아거라 미동부 미극 개나다 패키쥐 여헹코스 인쳔출발 하반기 클리프턴힐 효도여헹,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0021,12월 호주 투어 여행 가족 패키지 시드니 6박7일,1,0,0.0,0,0.0
20250829_KTM_ZHANG_ML_0046,장가계 5성급호텔 힐링 중국 원가계 패키지 여행 가을,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_DMK_0060,1월 호주 가족 여행 투어 시드니 패키지 6박7일,1,0,0.0,0,0.0
20250829_KTM__ITALY_DMK_0037,12월 직항 여행 패키지 날씨 가격 관광 9박11일,1,0,0.0,0,0.0
20250829_LDW_QZT_CMK_0020,뉴질랜드 퀸즈타운 가족여행 여행 패키지,1,0,0.0,0,0.0
20250829_LSR_BANGK_MKLT_0004,방콕 크루즈 가족 날씨 야경 아시아티크 선셋 해외 투어 쇼핑 직항 야시장,1,0,0.0,0,0.0
20250902_LSR_OSAK_RAN_0002,일본여행 에어텔 간사이공항 패키지 일정 인천출발 교토,2,1,50.0,53,53.0
20250829_CS_NG_SNK_0003,미동부 미국 캐나다 패키지 09월 나이아가라 여행코스 인천출발 8월 효도여행,1,0,0.0,0,0.0
20250829_KTM__SPAINPORTU_MKL_0001,스페인 포르투갈 패키지 남유럽 일주 관광 바르셀로나,1,0,0.0,0,0.0
20250829_LDW_GUAM_DMK_0005,2025년 11월 PIC 패키지 추석 사이판,1,0,0.0,0,0.0
20250829_LDW_SAIPAN_MKL_0009,사이판 패키지 여행 마나가하섬 타포차우 그로토 새섬 가족,1,0,0.0,0,0.0
20250829_CS_VC_GPT_0019,밴쿠버 밴프 로키산맥 여행 캐나다 일정 5박7일,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_SNK_0010,호주 4박6일 시드니 여행 6일 여행사 홈쇼핑,1,0,0.0,0,0.0
20250829_LSR_BANGK_MMK_0014,방콕 패키지 항공권 여행 리조트 태국 해외 추석연휴,1,0,0.0,0,0.0
20250829_CS_NY_CMK_0006,뉴욕 패키지 여행 미국 캐나다 미동부 미국동부여행 항공권 대한항공 아시아나항공,1,0,0.0,0,0.0
20250829_KTM__SWISS_DMK_0040,11월 스위스 가격 날씨 9박11일 베른 여행,1,0,0.0,0,0.0
20250901_LSR_KOTAKI_DMKTF_0005,12월 동남아 해외 여행 리조트 직항 일정 코타키나발루,1,0,0.0,0,0.0
20250829_CS_SA3C_CMK_0018,멕시코시티 쿠바 칸쿤 여행 인천출발 국적기 항공 아시아나,1,0,0.0,0,0.0
20250901_LSR_NHATR_OMKTF_0020,10월 여행 베트남 직항 나트랑 날씨 리조트 패키지,1,1,100.0,53,53.0
20250829_LDW_GUAM_DMK_0059,12월 괌 PIC 여행 패키지 추석,1,0,0.0,0,0.0
20250902_LSR_BEPP_DMKRT_0004,12월 유후인 해외 날씨 패키지 벳부 리조트 항공권,1,0,0.0,0,0.0
20250829_LSR_SINGAP_OMKTF_0013,10월 항공권 싱가포르 여행 해외 날씨 3박5일,1,0,0.0,0,0.0
20250829_KTM_MONGO_ML_0045,몽골 가격 패키지 항공권 여행 별 관광 초원 양고기 직항 테렐지 힐링,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0032,1월 가족여행 5박7일 패키지 여행 호주 브리즈번 단체관광,1,0,0.0,0,0.0
20250829_KTM_HIN_NCK_0021,패키지 베이징 백두산 충칭 샤먼 몽골 하이난 장가계 상하이,1,0,0.0,0,0.0
20250829_LDW_LTL_SNK_0005,로토루아 09월 패키지 뉴질랜드 보라보라섬 남북섬 여행,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_ML_0018,브리즈번 5박7일 호주 시드니 가족여행 패키지 왕복 비행기값 투어 여행 코알라 단체관광,4,1,25.0,53,53.0
20250829_CS_TR_CMK_0003,토론토 여행 패키지 캐나다 나이아가라 미동부 국적기 대한항공 인천출발,1,0,0.0,0,0.0
