상품ID,상품명,노출수,클릭수,클릭율,CPC적용수수료,CPC클릭당수수료
20250829_CS_GC_MKL_0016,아시아나항공 프리몬트스트리트 피셔맨스워프 금문교 그랜드캐년 라스베가스 미국 여행 피어39,1,0,0.0,0,0.0
20250829_KTM_HIN_ML_0012,하이난 해변 가족 야경 호캉스 여행 3박4일 리조트 커플 패키지 가격,1,0,0.0,0,0.0
20250829_KTM_GUILIN_DML_0041,12월 날씨 여행 계림 중국 커플 항공권 힐링 무비자 패키지 발마사지,1,0,0.0,0,0.0
20250829_CS_BF_ML_0016,나이아가라폭포 나이아가라유람선 테이블락 나이아가라헬기 와이너리식사 폭포전망스테이크 일정,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKLO_0001,보라카이 직항 일정 동남아 쇼핑 해외 에메랄드바다 호핑 케이블카 항공권,1,0,0.0,0,0.0
20250829_CS_WT_DMK_0003,뉴욕 여행 미동부 패키지 2026년 항공권 10월 대한항공 7일 노팁,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKSH_0017,보라카이 쇼핑 가족 일정 필리핀 패키지 에메랄드바다,1,0,0.0,0,0.0
20250829_CS_CG_GPT_0014,캘거리 에메랄드호수 밴프 로키산맥 여행 일정,1,0,0.0,0,0.0
20250902_LSR_KOBE_MRR_0012,일본 항공권 날씨 패키지 리조트 고베 우메다스카이빌딩,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_CMK_0019,브리즈번 가족여행 패키지 단체관광 호주 여행,1,0,0.0,0,0.0
20250902_LSR_KOBE_MRR_0020,일본 유니버셜스튜디오 고베 해외 패키지 항공권 날씨,1,0,0.0,0,0.0
20250829_CS_CG_GPT_0002,캘거리 밴프 에메랄드호수 국립공원 곤돌라 일정 패키지,1,0,0.0,0,0.0
20250829_KTM_HIN_DML_0029,11월 커플 패키지 힐링 3박4일 리조트 여행 가격 가족 5성급호텔,2,0,0.0,0,0.0
20250902_LSR_KOBE_NMKRT_0025,11월 유니버셜스튜디오 여행 패키지 직항,2,0,0.0,0,0.0
20250829_CS_QB_MKL_0020,캐나다 미국 여행 나이아가라 퀘벡 몬트리올 노트르담성당 포함 일정,1,0,0.0,0,0.0
20250829_KTM_MONGO_ML_0058,몽골 패키지 직항 여행 승마 관광 초원 별 가족 가격 밤하늘 커플 항공권,5,0,0.0,0,0.0
20250829_KTM_GONM_DML_0025,11월 산 5성급호텔 곤명 여강 여행 트레킹 날씨 관광 항공권 패키지,2,1,50.0,53,53.0
20250901_LSR_MANIL_NMKTF__0008,11월 동남아 패키지 마닐라 일정 리조트 직항 해외,1,0,0.0,0,0.0
20250829_KTM__MONGO_DMK_0022,11월 몽골 테렐지 날씨 패키지 여행 2박 4일 관광,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_GBM_0015,부산출발 호주 부산출발 패키지 시드니 6박7일,2,1,50.0,53,53.0
20250829_CS_GC_GPT_0002,그랜드캐년 요세미티 자이언캐년 앤텔로프캐년 미서부 패키지,1,0,0.0,0,0.0
20250902_LSR_KOBE_MRFIV_0006,일본 도톤보리 여행 직항 리조트 우메다스카이빌딩,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKSH_0013,보라카이 에메랄드바다 항공권 패키지 동남아 일정 해외,2,0,0.0,0,0.0
20250829_KTM__MONGO_DMK_0052,12월 날씨 몽골 항공권 2박 4일 여행 관광 무비자,1,0,0.0,0,0.0
20250901_LSR_BORAC_MMK_0022,보라카이 항공권 패키지 여행 필리핀 직항 동남아 해외,1,0,0.0,0,0.0
20250902_LSR_KOBE_RAN_0007,일본여행 리조트 오사카 날씨 직항 신사이바시 도톤보리,1,0,0.0,0,0.0
20250829_CS_BF_OT_0009,캘거니 캐나다 여햄 패키지 밴프 로키산맥 국적기 아시아나,1,0,0.0,0,0.0
20250829_KTM_HIN_ML_0011,하이난 커플 항공권 가격 호캉스 가족 3박4일 여행 5성급호텔 패키지,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0024,1월 5박7일 패키지 여행 호주 브리즈번 단체관광 가족여행,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKLO_0027,보라카이 해외 케이블카 추천 쇼핑 동남아 여행 호핑 필리핀 관광지 가족,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKSH_0010,보라카이 스쿠버다이빙 에메랄드바다 날씨 동남아 보트,1,0,0.0,0,0.0
20250902_LSR_HACO_MKLKLO_0018,하코네 패키지 자유 감성숙소 일본 항공권 료칸 준비물 후지산 직항 일정,1,0,0.0,0,0.0
20250829_KTM_GONM_DML_0054,12월 항공권 곤명 자연 중국 산 5성급호텔 힐링 4박6일 트레킹 패키지,1,0,0.0,0,0.0
20250902_LSR_KOBE_NMKRT_0027,11월 직항 오사카 유니버셜스튜디오 패키지 고베 날씨,2,0,0.0,0,0.0
20250829_CS_TR_MKL_0007,토론토 나이아가라 몬트리올 퀘벡 옐로나이프 캐나다 여행 패키지,1,0,0.0,0,0.0
20250902_LSR_KOBE_MKLKSH_0017,일본고베 직항 교토 커플여행 온천 해외 항공권 오사카,1,0,0.0,0,0.0
20250829_KTM__AFRICA_ML_0015,아프리카핵심4국 특식 겨울철 낙원 남아공 힐링 가을철 사파리투어 케냐,1,0,0.0,0,0.0
20250902_LSR_KOBE_RAN_0005,일본여행 오사카 도톤보리 신사이바시 항공권 리조트 해외,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKR_0011,보라카이 패키지 여행 직항 마운트루호전망대 일정 항공권,1,0,0.0,0,0.0
20250901_LSR_MANIL_ICM__0027,인천출발 패키지 대성당 포트산티아고 항공권 여행 필리핀,1,0,0.0,0,0.0
20250901_LSR_CLOC_MKRUT_0001,필리핀 여행 항공권 다이너소어스아일랜드 해외 패키지,2,0,0.0,0,0.0
20250829_KTM__GONM_DMK_0032,11월 가격 항공권 관광 패키지 여강 여행 곤명 날씨,1,0,0.0,0,0.0
20250829_CS_TR_DMK_0007,캐나다 7월 토론토 8박 여행 나이아가라 패키지 국적기,1,0,0.0,0,0.0
20250829_KTM_GERMAN_ML_0011,독일 중세도시 맥주 힐링 가격 항공권 숙소 패키지 미식 유람선 일주 관광,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKLO_0006,보라카이 관광지 쇼핑 가족 스쿠버다이빙 보트 에메랄드바다 케이블카 동남아,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0010,12월 여행 호주 가족여행 패키지 브리즈번 단체관광 5박7일,1,0,0.0,0,0.0
20250829_KTM__NORTHEUROPE_MKL_0007,덴마크 노르웨이 스웨덴 핀란드 패키지 카이로 헬싱키,2,0,0.0,0,0.0
20250829_KTM__GUILIN_DMK_0013,11월 직항 관광 여행 항공권 가격 패키지 날씨,1,0,0.0,0,0.0
20250829_KTM_MONGO_DML_0020,11월 패키지 여행 승마 커플 관광 별 초원 가족 울란바토르 몽골 가격,3,0,0.0,0,0.0
20250829_LSR_CHIAM_TRIPMK_0005,해외여행 직항 리조트 일정 치앙마이 항공권 패키지,1,0,0.0,0,0.0
20250829_KTM__HIN_MKL_0002,하이난 파인애플몰 천애해각 날씨 리조트 대동해 가격,1,0,0.0,0,0.0
20250902_LSR_KOBE_OMKRT_0003,10월 우메다스카이빌딩 일본 패키지 항공권,1,0,0.0,0,0.0
20250829_LDW_LTL_MKL_0008,로토루아 테푸이아 레드우드 호수 마오리빌리지 폴리네시안스파,1,0,0.0,0,0.0
20250901_LSR_MANIL_MKR__0027,마닐라 직항 패키지 리잘공원 필리핀 대성당 인트라무로스,1,0,0.0,0,0.0
20250829_CS_BF_SNK_0009,에메랄드호수 캘거리직항 밴프 로키산맥 캐나다여행 일정 인천출발,4,0,0.0,0,0.0
20250901_LSR_CLOC_NMKTF_0018,11월 필리핀 항공권 일정 직항 리조트 동남아 패키지,1,0,0.0,0,0.0
20250829_LSR_CHIAM_NMTFPC_0008,11월 일정 치앙마이 관광지 항공권 직항 리조트 태국,1,0,0.0,0,0.0
20250829_CS_QB_DMK_0004,미국 캐나다 패키지 여행 2026년 1월 출발 10일 일정 인천출발 나이아가라 퀘벡 포함,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0021,1월 단체관광 가족여행 호주 패키지 5박7일 브리즈번 여행,1,0,0.0,0,0.0
20250902_LSR_KOBE_MKLKLO_0011,일본고베 오사카 리조트 패키지 간사이공항 에어텔 온천 커플여행 해외 교토,1,0,0.0,0,0.0
20250829_KTM__MONGO_CMK_0022,몽골 여행 관광 테렐지 항공권 무비자 날씨 패키지,1,0,0.0,0,0.0
20250902_LSR_KOBE_MKLKSH_0016,일본고베 교토 여행 간사이공항 직항 나라 오사카 온천,1,0,0.0,0,0.0
20250901_LSR_CLOC_MMK_0006,클락 리조트 여행 직항 동남아 항공권 날씨 해외 필리핀,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_ML_0013,브리즈번 투어 여행 별및 시드니 크루즈 5박7일 패키지 왕복 단체관광 일정 코알라 가족여행,1,0,0.0,0,0.0
20250901_LSR_BORAC_NMKTF_0009,11월 날씨 필리핀 직항 여행 패키지 항공권 보라카이,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_GBM_0012,부산출발 호주 부산출발 시드니 6박7일 투어,1,0,0.0,0,0.0
20250829_KTM_GONM_DML_0043,12월 가을 트레킹 자연 단풍 산 여행 중국 항공권 여강 가격 패키지,1,0,0.0,0,0.0
20250829_LSR_CHIAM_TRIPMK_0003,해외여행 일정 태국 항공권 치앙마이 직항 리조트 패키지,4,0,0.0,0,0.0
20250902_LSR_KOBE_MKLKLO_0014,일본고베 직항 여행 커플여행 오사카 나라 간사이공항 리조트 날씨 항공권,1,1,100.0,53,53.0
20250829_KTM_GONM_DML_0045,12월 힐링 여행 날씨 중국 단풍 패키지 자연 산 여강 트레킹 가을,1,0,0.0,0,0.0
20250902_LSR_KOBE_MKLKLO_0010,일본고베 나라 오사카 해외 커플여행 여행 교토 패키지 직항 간사이공항,1,0,0.0,0,0.0
20250902_LSR_KOBE_MRFIV_0020,일본 유니버셜스튜디오 날씨 오사카 우메다스카이빌딩,1,0,0.0,0,0.0
20250829_LSR_CHIAM_NMTFPC_0025,11월 항공권 치앙마이 일정 태국 날씨 직항 3박5일,1,0,0.0,0,0.0
20250829_KTM_MONGO_ML_0015,몽골 힐링 별 날씨 밤하늘 승마 가격 직항 패키지 가족 양고기 관광 초원,1,0,0.0,0,0.0
20250829_LSR_CHIAM_MMK_0016,치앙마이 해외 태국 항공권 날씨 일정 직항 패키지,1,0,0.0,0,0.0
20250829_LSR_CHIAM_MKLP_0009,치앙마이 야시장 패키지 항공권 추천 직항 체험 리조트 트레킹 쇼핑 사파리,1,0,0.0,0,0.0
20250901_LSR_BORAC_OMKTF_0007,10월 동남아 날씨 패키지 여행 필리핀 직항 리조트,1,0,0.0,0,0.0
20250829_KTM__AFRICA_ML_0028,아프리카핵심4국 탄자니아 겨울철 가볼만한곳 크루즈 사파리투어 케이블카,1,0,0.0,0,0.0
20250902_LSR_TOKY_MKLKLO_0007,도쿄 항공권 해외 일본 일정 패키지 준비물 직항 리조트 감성숙소 에어텔,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKSH_0005,보라카이 날씨 케이블카 직항 동남아 에메랄드바다 가족,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKLO_0013,보라카이 가족 에메랄드바다 해외 스쿠버다이빙 직항 쇼핑 여행 관광지,1,0,0.0,0,0.0
20250901_LSR_CLOC_NMKTF_0005,11월 날씨 해외 리조트 패키지 여행 동남아 필리핀,1,0,0.0,0,0.0
20250829_KTM__HIN_CMK_0001,하이난 중국 리조트 여행 날씨 항공권 패키지 관광 가격,1,0,0.0,0,0.0
20250829_KTM_MONGO_DML_0056,11월 날씨 울란바토르 가격 패키지 초원 항공권 커플 승마 게르 관광 별,1,0,0.0,0,0.0
20250829_LDW_LTL_ICH_0008,인천출발 남북섬 패키지 여행 로토루아 뉴질랜드,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0058,2월 브리즈번 단체관광 여행 호주 가족여행 5박7일 패키지,1,0,0.0,0,0.0
20250829_CS_TR_ML_0014,토론토 캐나다여행 캐나다동부 미동부 관광지 나이아가라 폭포 미국여행 미국패키지 관광코스 일,3,0,0.0,0,0.0
20250902_LSR_HACO_MKLKSH_0019,하코네 항공권 료칸 패키지 리조트 감성숙소 날씨 후지산,1,0,0.0,0,0.0
20250829_KTM_HIN_ML_0009,하이난 관광 해변 호캉스 야경 5성급호텔 항공권 패키지 가격 날씨 리조트,1,0,0.0,0,0.0
20250902_LSR_HACO_MMK_0030,하코네 해외 날씨 도쿄여행 항공권 일본 직항 일정,1,0,0.0,0,0.0
20250829_LSR_CHIAM_NMTFPC_0010,11월 날씨 리조트 패키지 직항 관광지 항공권 3박5일,1,0,0.0,0,0.0
20250829_KTM__HIN_MKL_0029,하이난 날씨 항공권 여행 패키지 대동해 천애해각 중국,1,0,0.0,0,0.0
20250829_CS_TR_MKL_0005,토론토 나이아가라 몬트리올 퀘벡 블루제이스 캐나다 여행 국적기,1,0,0.0,0,0.0
20250829_CS_QB_ML_0009,퀘벡 캐나다패키지 미국여행 나이아가라 몽모렌시폭포 몬트리올 미동부 럭셔리 일정 허니문 가족,1,0,0.0,0,0.0
20250829_LDW_LTL_SNM_0005,여행 보라보라섬 패키지 뉴질랜드 로토루아,1,0,0.0,0,0.0
20250902_LSR_TOKY_OMKRT_0012,10월 해외 날씨 여행 리조트 도쿄 항공권 일정 패키지 일본 디즈니랜드,1,0,0.0,0,0.0
20250829_CS_QB_MKL_0013,캐나다 미국 여행 나이아가라 퀘벡 몬트리올 로렌시안 트리탑 패키지,1,0,0.0,0,0.0
20250902_LSR_KOBE_DMKRT_0017,12월 해외 리조트 유니버셜스튜디오 패키지 날씨 고베,1,0,0.0,0,0.0
20250829_KTM__NORTHEUROPE_MKL_0020,덴마크 노르웨이 스웨덴 핀란드 여행 코펜하겐 스톡홀름,1,0,0.0,0,0.0
20250829_LDW_LTL_GPT_0008,로토루아 온천스파 자유여행+패키지 뉴질랜드,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_GBM_0010,부산출발 호주 여행 가족 6박7일 투어 패키지,1,0,0.0,0,0.0
20250901_LSR_BORAC_MMK_0028,보라카이 리조트 동남아 직항 패키지 항공권 여행 필리핀,1,0,0.0,0,0.0
20250829_KTM_HIN_NCK_0002,여행 구채구 몽골 하이난 장가계 충칭 상하이 베이징 백두산,1,0,0.0,0,0.0
20250829_KTM_AFRICA_DML_0017,11월 여행 케냐 크루즈 남아공 가을철 힐링 탄자니아 사파리투어 겨울철,2,0,0.0,0,0.0
20250829_KTM__NORTHEUROPE_MKL_0018,덴마크 노르웨이 스웨덴 핀란드 카이로 헬싱키 패키지,2,0,0.0,0,0.0
20250902_LSR_KOBE_MRFIV_0024,일본 리조트 도톤보리 유니버셜스튜디오 우메다스카이빌딩,2,0,0.0,0,0.0
20250902_LSR_KOBE_OMKRT_0006,10월 여행 오사카 직항 항공권 유니버셜스튜디오 패키지,1,0,0.0,0,0.0
20250829_KTM_GUILIN_DML_0040,12월 양삭 가격 날씨 무비자 먹방 여행 커플 항공권 계림 패키지 특식,1,0,0.0,0,0.0
20250901_LSR_MANIL_OMKTF__0003,10월 여행 필리핀 항공권 날씨 패키지 일정 직항 해외,1,0,0.0,0,0.0
20250901_LSR_BORAC_NMKTF_0021,11월 동남아 여행 패키지 필리핀 직항 3박4일 날씨,1,0,0.0,0,0.0
20250829_CS_WT_ML_0018,토론토 현지투어 노팁관광여행 아이비리그탐방 8대학탐방 여행가기좋은곳 핵심관광 브루클린브리지,1,0,0.0,0,0.0
20250829_KTM_GONM_DML_0017,11월 가을 곤명 관광 4박6일 날씨 여강 항공권 중국 여행 산 패키지,1,0,0.0,0,0.0
20250829_KTM_GUILIN_DML_0026,11월 무비자 5성급호텔 특식 가족 항공권 발마사지 3박5일 먹방 힐링,1,0,0.0,0,0.0
20250829_KTM__GERMAN_MKL_0011,독일 직항 베를린 프랑크푸르트 패키지 포츠담 가격,2,0,0.0,0,0.0
20250829_KTM__HIN_DMK_0012,11월 가격 날씨 중국 여행 패키지 항공권 하이난 관광,1,0,0.0,0,0.0
20250829_LSR_CHIAM_MMK_0012,치앙마이 리조트 해외 날씨 직항 일정 태국 항공권 여행,1,0,0.0,0,0.0
20250902_LSR_TOKY_MKLKLO_0018,도쿄 에어텔 직항 패키지 일본 감성숙소 항공권 일정 료칸 여행 해외 온천,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_ML_0007,브리즈번 호주 일정 별및 코알라 시드니 단체관광 선샛 비행기값 왕복 크루즈 투어 5박7일,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_SNK_0008,브리즈번 패키지 아시아나 호주 여행 시드니 5박7일,1,0,0.0,0,0.0
20250829_CS_WT_GPT_0004,워싱턴 백악관 국회의사당 프린스턴대학교 여행 패키지,1,0,0.0,0,0.0
20250829_KTM__HIN_MKL_0013,하이난 관광 리조트 중국 날씨 여행 항공권 대동해,1,0,0.0,0,0.0
20250902_LSR_KOBE_NMKRT_0003,11월 항공권 날씨 리조트 우메다스카이빌딩 여행,1,0,0.0,0,0.0
20250829_KTM__NORTHEUROPE_MKL_0022,덴마크 노르웨이 스웨덴 핀란드 스톡홀름 카이로 패키지,1,0,0.0,0,0.0
20250829_LDW_LTL_GPT_0016,오클랜드 출발 뉴질랜드 로토루아 여행 패키지,1,0,0.0,0,0.0
20250829_KTM_GUILIN_DML_0022,11월 직항 힐링 관광 3박5일 중국 특식 먹방 양삭 무비자 항공권,1,0,0.0,0,0.0
20250829_CS_QB_DMK_0002,11월 캐나다 패키지 여행 8일 일정 몬트리올 나이아가라 포함 국적기 직항,1,0,0.0,0,0.0
20250829_KTM_GUILIN_ML_0005,계림 5성급호텔 직항 가족 3박5일 발마사지 날씨 먹방 항공권 힐링 관광,1,0,0.0,0,0.0
20250829_KTM_HIN_DML_0041,12월 관광 하이난 여행 커플 가격 패키지 가족 호캉스 야경 중국 해변,4,0,0.0,0,0.0
20250829_CS_WT_OT_0003,링컨기념관 패키지 노옵션 대한항공 인천출발 미국동부어행 노쇼핑 워싱턴 여행 911메모리얼,2,0,0.0,0,0.0
20250902_LSR_KOBE_RAN_0021,일본여행 리조트 도톤보리 유니버셜스튜디오 신사이바시,2,0,0.0,0,0.0
20250829_KTM_HIN_ML_0024,하이난 커플 야경 5성급호텔 호캉스 중국 힐링 날씨 항공권 해변 패키지,1,0,0.0,0,0.0
20250829_CS_QB_MKL_0014,나이아가라 폭포 퀘벡 몬트리올 포함 미국 캐나다 미동부 여행 패키지,1,0,0.0,0,0.0
20250901_LSR_CLOC_DMKTF_0001,12월 날씨 패키지 해외 일정 직항 동남아 필리핀 여행,1,0,0.0,0,0.0
20250901_LSR_CLOC_NMKTF_0017,11월 3박4일 일정 해외 날씨 필리핀 패키지 여행,1,0,0.0,0,0.0
20250829_KTM_HIN_NCK_0018,여행 샤먼 충칭 장가계 하이난 백두산 베이징 몽골 상하이,2,0,0.0,0,0.0
20250901_LSR_CLOC_MKRUT_0025,필리핀 일정 직항 날씨 리조트 패키지 해외 동남아,1,0,0.0,0,0.0
20250902_LSR_TOKY_NMKRT_0002,11월 항공권 도쿄타워 리조트 날씨 도쿄 여행,1,0,0.0,0,0.0
20250901_LSR_CLOC_MKLKSH_0014,클락 쇼핑 관광지 패키지 마사지 동남아 직항 날씨,1,0,0.0,0,0.0
20250902_LSR_KOBE_MRFIV_0013,일본 패키지 유니버셜스튜디오 직항 우메다스카이빌딩,1,0,0.0,0,0.0
20250829_KTM_GUILIN_ML_0014,계림 여행 직항 힐링 관광 중국 가족 양삭 패키지 5성급호텔 무비자 먹방,1,0,0.0,0,0.0
20250829_KTM__FRANCE_DMK_0060,12월 가격 프랑스 여행 항공권 노르망디 10박12일 파리,1,0,0.0,0,0.0
20250902_LSR_TOKY_NMKRT_0009,11월 디즈니랜드 패키지 리조트 도쿄타워 날씨 일본,1,0,0.0,0,0.0
20250829_KTM__MONGO_CMK_0026,몽골 항공권 패키지 테렐지 여행 무비자 직항 관광,2,0,0.0,0,0.0
20250829_LDW_LTL_CMK_0008,로토루아 여행 뉴질랜드 남북섬 패키지,1,0,0.0,0,0.0
20250829_CS_BF_SNK_0014,캐나다 밴프 로키산맥 캘거리직항 여행 일정 국적기 패키지,2,0,0.0,0,0.0
20250829_KTM__NORTHEUROPE_MKL_0003,덴마크 노르웨이 스웨덴 핀란드 스톡홀름 헬싱키 패키지,2,0,0.0,0,0.0
20250829_KTM_HIN_NCK_0036,패키지 장가계 구채구 몽골 베이징 샤먼 하이난 상하이 충칭,1,0,0.0,0,0.0
20250901_LSR_MANIL_NMKTF__0009,11월 여행 필리핀 직항 날씨 동남아 패키지 마닐라,1,0,0.0,0,0.0
20250901_LSR_BORAC_MKLKLO_0004,보라카이 항공권 에메랄드바다 리조트 가족 추천 여행 날씨 직항 해외 쇼핑,1,0,0.0,0,0.0
20250829_KTM__MONGO_DMK_0057,12월 날씨 울란바토르 항공권 몽골 직항 패키지,1,0,0.0,0,0.0
20250829_CS_BF_ML_0011,부차드가든 빅토리아 피셔맨스 와이너리식사 나이아가라유람선 나이아가라헬기 테이블락,1,0,0.0,0,0.0
20250902_LSR_KOBE_MKLKLO_0002,일본고베 교토 간사이공항 커플여행 항공권 오사카 여행 패키지 직항 해외,1,0,0.0,0,0.0
20250829_LSR_CHIAM_NMTFPC_0019,11월 직항 패키지 태국 항공권 해외여행 날씨 일정,2,0,0.0,0,0.0
20250829_KTM__GERMAN_DMKL_0001,12월 관광 7박9일 비행시간 패키지 여행 직항 독일,1,0,0.0,0,0.0
20250829_CS_TR_CMK_0001,여행 패키지 캐나다 토론토 나이아가라 캐나다동부 국적기 대한항공 인천출발,1,0,0.0,0,0.0
20250829_CS_BF_ML_0007,캘거리 밴프국립공원 로키산맥 보우폭포 밴프곤돌라 밴프시내 트레킹 노옵션상품 인솔자동행,1,0,0.0,0,0.0
20250829_CS_CG_GPT_0013,캘거리 밴프 보우폭포 로키산맥 국립공원 패키지,2,0,0.0,0,0.0
20250902_LSR_KOBE_MMK_0006,일본고베 오사카 날씨 패키지 리조트 직항 해외 항공권,1,0,0.0,0,0.0
20250829_CS_QB_CMK_0005,미국 캐나다 여행 패키지 인천출발 국적기 항공 대한항공 아시아나 퀘벡,1,0,0.0,0,0.0
20250829_KTM_GUILIN_DML_0014,11월 가격 3박5일 패키지 커플 힐링 계림 직항 가족 항공권 여행,2,0,0.0,0,0.0
20250901_LSR_BORAC_MMK_0020,보라카이 일정 항공권 패키지 리조트 여행 직항 날씨,1,0,0.0,0,0.0
20250902_LSR_HACO_MMK_0020,하코네 날씨 직항 해외 일본 일정 에어텔 리조트 후지산,1,0,0.0,0,0.0
20250829_KTM_HIN_DML_0042,12월 야경 해변 힐링 3박4일 가족 가격 패키지 여행 중국 커플 리조트,2,0,0.0,0,0.0
20250829_KTM_HIN_NCK_0012,여행 몽골 충칭 샤먼 구채구 베이징 하이난 장가계 상하이,1,0,0.0,0,0.0
20250902_LSR_KOBE_MRFIV_0002,일본 유니버셜스튜디오 신세카이 오사카 여행 직항 날씨,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0005,12월 호주 5박7일 가족여행 여행 브리즈번 단체관광 패키지,2,0,0.0,0,0.0
20250829_CS_BF_GPT_0007,캘거리 밴프 로키산맥 곤돌라 존스턴캐년 트레킹 여행,1,0,0.0,0,0.0
20250901_LSR_CLOC_MKLKSH_0027,클락 리조트 전망대 샤브샤브 열대과일 호핑 직항 쇼핑,1,0,0.0,0,0.0
20250829_KTM_HIN_NCK_0010,여행 구채구 장가계 상하이 베이징 하이난 샤먼 몽골 충칭,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0013,12월 브리즈번 단체관광 5박7일 호주 패키지 가족여행 여행,1,0,0.0,0,0.0
20250902_LSR_TOKY_OMKRT_0014,10월 도쿄 일본 리조트 디즈니랜드 날씨 직항 해외 일정 패키지 도쿄타워,1,0,0.0,0,0.0
20250829_CS_QB_CMK_0013,캐나다 미국 여행 패키지 인천출발 국적기 퀘벡 직항 항공권 아시아나 대한항공,1,0,0.0,0,0.0
20250829_KTM__MONGO_CMK_0017,몽골 테렐지 날씨 무비자 여행 관광 패키지 직항,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0002,12월 호주 브리즈번 5박7일 가족여행 패키지 여행 단체관광,1,0,0.0,0,0.0
20250829_KTM_GONM_DML_0041,12월 패키지 가격 산 자연 날씨 곤명 항공권 가을 여행 힐링 여강,1,0,0.0,0,0.0
20250829_CS_BF_GPT_0003,캘거리 밴프 로키산맥 밴프곤돌라 존스턴캐년 트레킹 패키지,1,0,0.0,0,0.0
20250829_KTM__MONGO_CMK_0011,몽골 울란바토르 날씨 직항 여행 항공권 무비자 가격,1,0,0.0,0,0.0
20250902_LSR_KOBE_OMKRT_0022,10월 우메다스카이빌딩 유니버셜스튜디오 고베 리조트,1,0,0.0,0,0.0
20250901_LSR_MANIL_OMKTF__0004,10월 마닐라 여행 항공권 필리핀 동남아 해외 직항,1,0,0.0,0,0.0
20250901_LSR_MANIL_MKLKLO__0001,마닐라 폭포 리조트 동남아 항공권 관광지 추천 필리핀 일정 해외 호핑,1,0,0.0,0,0.0
20250829_LDW_BRISBANE_DMK_0025,1월 5박7일 패키지 가족여행 단체관광 여행 브리즈번 호주,1,0,0.0,0,0.0
20250829_LDW_SYDNEY_GBM_0001,부산출발 호주 시드니 패키지 6박7일 가족,1,0,0.0,0,0.0
